school-year	title	source-url	archive-url
2023-2024	2023 Fall Girls Alignment Proposal	https://miaa.net/wp-content/uploads/2023/01/SwimGirls-Fall2023-Fall2024-Alignment-Final.pdf
2023-2024	2023 Fall Girls Alignment	https://miaa.net/wp-content/uploads/2023/09/Swim-Girls-Fall-Alignment-thru-FY25.pdf
2023-2024	2023 Fall Boys Division 2 State Alignment	https://miaa.net/wp-content/uploads/2023/10/Swim-Boys-Fall-Alignment-thru-FY25.pdf
2023-2024	2023 Fall Girls & Boys Sectionals Schedule	https://miaa.net/wp-content/uploads/2023/10/2023-Fall-Sectionals-Timeline-BU.pdf
2023-2024	2023 Fall Girls & Boys Sectionals Directions and Parking	https://miaa.net/wp-content/uploads/2023/11/2023-Fall-State-Parking-BU.pdf
2023-2024	2023 Fall Girls & Boys North Sectional Psych Sheet	https://miaa.net/wp-content/uploads/2023/10/north-sectional-psych-sheet.pdf
2023-2024	2023 Fall Girls & Boys North Sectional Results	https://miaa.net/wp-content/uploads/2023/11/2023-north-sectional-results.pdf
2023-2024	2023 Fall Girls & Boys South Sectional Psych Sheet	https://miaa.net/wp-content/uploads/2023/10/south-sectional-psych-sheet.pdf
2023-2024	2023 Fall Girls & Boys South Sectional Results	https://miaa.net/wp-content/uploads/2023/11/2023-fall-south-sectional-results.pdf
2023-2024	2023 Fall Girls & Boys States Directions and Parking	https://miaa.net/wp-content/uploads/2023/10/2023-Fall-State-Parking-MIT.pdf
2023-2024	2023 Fall Girls & Boys Division 1 State Psych Sheet	https://miaa.net/wp-content/uploads/2023/11/2023-Fall-Swimming-Division-1-state-psych-sheet.pdf
2023-2024	2023 Fall Girls & Boys Division 1 State Psych Sheet v2	https://miaa.net/wp-content/uploads/2023/11/2023-Fall-Swimming-Division-1-state-psych-sheet-v2.pdf
2023-2024	2023 Fall Girls & Boys Division 1 State Results	https://miaa.net/wp-content/uploads/2023/11/2023-fall-d1-state-finals-results.pdf
2023-2024	2023 Fall Girls & Boys Division 2 State Psych Sheet	https://miaa.net/wp-content/uploads/2023/11/2023-Fall-Swimming-Division-2-state-psych-sheet.pdf
2023-2024	2023 Fall Girls & Boys Division 2 State Psych Sheet v2	https://miaa.net/wp-content/uploads/2023/11/2023-Fall-Swimming-Division-2-state-psych-sheet-v2.pdf
2023-2024	2023 Fall Girls & Boys Division 2 State Results	https://miaa.net/wp-content/uploads/2023/11/2023-fall-d2-state-finals-results.pdf
2023-2024	2024 Winter Girls Alignment Proposal	https://miaa.net/wp-content/uploads/2023/01/Swim-Girls-Winter-Proposed-FY24-FY25.pdf
2023-2024	2024 Winter Boys Alignment Proposal	https://miaa.net/wp-content/uploads/2023/01/Swim-Boys-Winter-Proposed-FY24-FY25.pdf
2023-2024	2024 Winter Swim & Dive Format Draft	https://miaa.net/wp-content/uploads/2023/10/Winter-Swim-Format-2023-24-DRAFT-RLP.pdf
2023-2024	2024 Winter Swim & Dive Format	https://miaa.net/wp-content/uploads/2023/11/Approved-Winter-Swim-Format-2023-24.pdf
2022-2023	Interpretation of Rule 3-3-2b, Logo Restrictions	https://miaa.net/wp-content/uploads/2022/01/swimsuitclarification9210.pdf
2022-2023	MIAA Whom to Contact	https://miaa.net/wp-content/uploads/2022/09/MIAA-STAFF-RESPONSIBILITIES-22-23-Whom-to-Contact.pdf
2022-2023	Official's Information	https://miaa.net/wp-content/uploads/2023/02/Swimming_Officials_-Leaders.pdf
2022-2023	Championship Personnel Fees	https://miaa.net/wp-content/uploads/2022/11/MIAA-PersonnelFees-2022-2023_Swimming-Diving.pdf
2022-2023	Postponement of Championship Meets	https://miaa.net/wp-content/uploads/2023/01/Postpone-Post-Season-Meets-Dec.-2022.pdf
2022-2023	2022 Fall Girls & Boys Championships Schedule	https://miaa.net/wp-content/uploads/2022/10/timeline-schedule-sectionals-fall-2022-swim-FINAL.pdf
2022-2023	2022 Fall Girls & Boys Championships Ticket Allocation	https://miaa.net/wp-content/uploads/2022/10/ticket-allocation-fall-2022-swim-FINAL.pdf
2022-2023	2022 Fall Girls & Boys Championships Ticket Allocation v2	https://miaa.net/wp-content/uploads/2022/11/ticket-allocation-fall-2022-swim-FINAL.pdf
2022-2023	2022 Fall Girls & Boys Championships Ticket Allocation v3	https://miaa.net/wp-content/uploads/2022/11/ticket-allocation-fall-2022-swim-FINAL-1.pdf
2022-2023	2022 Fall Girls & Boys North Sectional Program	https://miaa.net/wp-content/uploads/2022/11/Fall-2022-North-Sectional-Swim-ProgramA.pdf
2022-2023	2022 Fall Girls & Boys South Sectional Program	https://miaa.net/wp-content/uploads/2022/11/Fall-2022-South-Sectional-Swim-ProgramA.pdf
2022-2023	2022 Fall Girls & Boys States Schedule	https://miaa.net/wp-content/uploads/2022/11/2022-Fall-State-timeline-for-MIAA.pdf
2022-2023	2022 Fall Girls & Boys States Directions and Parking	https://miaa.net/wp-content/uploads/2022/11/2022-Fall-State-Parking.pdf
2022-2023	2022 Fall Girls & Boys Division 1 State Program	https://miaa.net/wp-content/uploads/2022/11/MIAA-Fall-State-Swimming-Diving-Division-1-Program_-11-13-22.pdf
2022-2023	2022 Fall Girls & Boys Division 1 State Results	https://miaa.net/wp-content/uploads/2022/11/D1-Results.pdf
2022-2023	2022 Fall Girls & Boys Division 2 State Program	https://miaa.net/wp-content/uploads/2022/11/MIAA-Fall-State-Swimming-Diving-Division-2-Program_-11-13-22.pdf
2022-2023	2022 Fall Girls & Boys Division 2 State Results	https://miaa.net/wp-content/uploads/2022/11/D2-Results.pdf
2022-2023	2023 Winter Girls & Boys Championships Dates and Locations	https://miaa.net/wp-content/uploads/2022/12/Winter-Swim-Locations-1.pdf
2022-2023	2023 Winter Girls & Boys Sectionals Schedule Draft	https://miaa.net/wp-content/uploads/2023/02/timeline-schedule-sectionals-winter-2023-swim-DRAFT.pdf
2022-2023	2023 Winter Girls & Boys Sectionals Directions and Parking	https://miaa.net/wp-content/uploads/2023/02/parking-bev-and-Dedham-winter-2023.pdf
2022-2023	2023 Winter Girls North Sectional Program	https://miaa.net/wp-content/uploads/2023/02/North-Girls-Swim-Sectional.pdf
2022-2023	2023 Winter Girls South Sectional Program	https://miaa.net/wp-content/uploads/2023/02/South-Girls-Swim-Sectional.pdf
2022-2023	2023 Winter Girls & Boys Central/West Sectional Program	https://miaa.net/wp-content/uploads/2023/02/Central-West-Boys-and-Girls-Swim-Sectionals.pdf
2022-2023	2023 Winter Girls States Schedule	https://miaa.net/wp-content/uploads/2023/02/2023-Girls-Winter-State-Finals-Timeline-and-Schedule.pdf
